,News Outlet,Compound,Positive,Neutral,Negative,Text,Date Created
140,@CBSNews,-0.5574,0.0,0.847,0.153,"RT @CBSThisMorning: 29-year veteran Sergeant Ron Helus died at the hospital following the mass shooting at a California bar.

He was among…",Thu Nov 08 12:15:07 +0000 2018
141,@CBSNews,-0.6369,0.131,0.584,0.285,"A Ventura County sheriff said Sgt. Ron Helus ""died a hero"" after a gunman fatally shot 12 people inside a crowded S… https://t.co/f4plEhs93S",Thu Nov 08 12:03:23 +0000 2018
142,@CBSNews,-0.9001,0.0,0.645,0.355,"""This is evil perpetrated on our city. It is awful. We are all shocked,"" Thousand Oaks Mayor Pro Tem Rob McCoy says… https://t.co/DE9wK7fASG",Thu Nov 08 11:56:52 +0000 2018
143,@CBSNews,0.7506,0.307,0.583,0.11,"""He died a hero because he went -- he went in to save lives, save other people."" 

Ventura County Sgt. Ron Helus, 2… https://t.co/8XA1s07St7",Thu Nov 08 11:46:21 +0000 2018
144,@CBSNews,0.0,0.0,1.0,0.0,"Witness says there were about ""100-130 people"" inside the Thousand Oaks, California, bar when the gunman started sh… https://t.co/isp1UBzLXK",Thu Nov 08 11:29:14 +0000 2018
145,@CBSNews,0.0,0.0,1.0,0.0,"""As soon as the first shot went off, the first thought through my head was someone had an M-80 or something. Then I… https://t.co/DEWUE06hoQ",Thu Nov 08 11:24:02 +0000 2018
146,@CBSNews,-0.6486,0.0,0.751,0.249,"BREAKING: 13 people, including gunman dead in Southern California bar mass shooting https://t.co/1NYWNRai9i https://t.co/vjiNaIXGiW",Thu Nov 08 11:21:13 +0000 2018
147,@CBSNews,0.0,0.0,1.0,0.0,Acting Attorney General Matt Whitaker to oversee Mueller probe https://t.co/w5VzDga9A0 https://t.co/Qqg1WUHLjq,Thu Nov 08 11:03:04 +0000 2018
148,@CBSNews,-0.296,0.105,0.742,0.152,"CBS News Special Report: ""Multiple fatalities"" in mass shooting at bar in Thousand Oaks, Calif. At least 11 hit, in… https://t.co/xkl7fQsMhU",Thu Nov 08 10:54:20 +0000 2018
149,@CBSNews,0.0,0.0,1.0,0.0,Alexandria Ocasio-Cortez becomes youngest woman ever elected to Congress https://t.co/P7GkSjH4tk https://t.co/WVpOzzHxwt,Thu Nov 08 10:48:03 +0000 2018
150,@CBSNews,0.0,0.0,1.0,0.0,Suburban revolt helped propel Democrats to House victory https://t.co/zDSZlzh3TU https://t.co/MqZnINdMX7,Thu Nov 08 10:33:03 +0000 2018
151,@CBSNews,-0.886,0.0,0.591,0.409,"""Multiple fatalities"" among at least 11 shot at bar in Thousand Oaks, Calif.; suspect dead, authorities said… https://t.co/2I3EfplhGH",Thu Nov 08 10:20:31 +0000 2018
152,@CBSNews,-0.3182,0.0,0.777,0.223,Marijuana stocks up after Jeff Sessions resigns https://t.co/SR5pexhb3I https://t.co/BX3tA8pqN5,Thu Nov 08 10:18:03 +0000 2018
153,@CBSNews,0.3612,0.288,0.565,0.147,"Former DEA special agent: U.S. opioid epidemic becoming a ""national security emergency"" https://t.co/Lh1yPX0Bi7 https://t.co/RCwh406RvN",Thu Nov 08 10:03:03 +0000 2018
154,@CBSNews,-0.7003,0.0,0.714,0.286,Colorado votes to abolish slavery after proponent receives burning campaign fliers https://t.co/iaZ3br8Ois https://t.co/CMW0XVJfyk,Thu Nov 08 09:48:03 +0000 2018
155,@CBSNews,0.0,0.0,1.0,0.0,"At least 11 people, including a sheriff's deputy, were shot in bar in Thousand Oaks, Calif., some 40 miles west of… https://t.co/BlUJJrxoH7",Thu Nov 08 09:35:47 +0000 2018
156,@CBSNews,0.4019,0.197,0.803,0.0,"San Francisco voters pass ""head"" tax to help homeless residents https://t.co/MHB5SAuNz3 https://t.co/K7Iv8hT9Vb",Thu Nov 08 09:33:03 +0000 2018
157,@CBSNews,0.0,0.0,1.0,0.0,Marine Corps aviators grounded amid investigation into phallic flight pattern https://t.co/padabTqt8k https://t.co/OYKIMhhqRM,Thu Nov 08 09:18:03 +0000 2018
158,@CBSNews,-0.6249,0.0,0.683,0.317,Jurors selected for trial of notorious accused drug lord El Chapo https://t.co/QA1y5g1ZVT https://t.co/QtMXIq7EyO,Thu Nov 08 09:03:03 +0000 2018
159,@CBSNews,0.0,0.0,1.0,0.0,Girl Scouts sue Boy Scouts over program's name change https://t.co/Ayg6VXmUxj https://t.co/DpJuRyKYst,Thu Nov 08 08:48:03 +0000 2018
160,@CBSNews,-0.926,0.0,0.419,0.581,2 serial killers found dead within hours on California's death row https://t.co/QlqMM7T1KF https://t.co/U8xhonEnl0,Thu Nov 08 08:40:07 +0000 2018
161,@CBSNews,0.0,0.0,1.0,0.0,"Possible mass shooting at bar in Thousand Oaks, California https://t.co/MouUs7HnIp https://t.co/qTElup2a4c",Thu Nov 08 08:30:26 +0000 2018
162,@CBSNews,0.0,0.0,1.0,0.0,Will Democrats impeach Trump now that they control the House? https://t.co/u64cXw8zmm https://t.co/kYLCe2DDkS,Thu Nov 08 08:18:03 +0000 2018
163,@CBSNews,0.0772,0.091,0.909,0.0,Record number of women to serve in Congress following 2018 midterm elections https://t.co/Oep24J4Ksw https://t.co/APaH80LAxw,Thu Nov 08 08:03:04 +0000 2018
164,@CBSNews,0.0,0.0,1.0,0.0,"Ilhan Omar, first Muslim refugee elected to the House, wants to be a check on rhetoric of fear… https://t.co/zZKlaO3cDd",Thu Nov 08 07:48:03 +0000 2018
165,@CBSNews,0.4939,0.271,0.647,0.082,Motel 6 reportedly agrees to pay millions after sharing guest lists with ICE https://t.co/olRxY16qF8 https://t.co/Dbe32VIUrM,Thu Nov 08 07:33:03 +0000 2018
166,@CBSNews,0.0,0.0,1.0,0.0,"Voters in GOP-led states give themselves raise, increasing minimum wage https://t.co/ha2H3ktKSQ https://t.co/6SdrmlavgU",Thu Nov 08 07:18:03 +0000 2018
167,@CBSNews,0.3818,0.245,0.755,0.0,Republican lawmakers largely accept Trump ousting Sessions https://t.co/ZCyjcaox40 https://t.co/2Mmf7zmMy1,Thu Nov 08 07:03:04 +0000 2018
168,@CBSNews,-0.5267,0.0,0.779,0.221,"More than 100 animals trapped in ""whale jail"" off Russia's coast https://t.co/ygb9Vrl7w4 https://t.co/7NNdKs5aZV",Thu Nov 08 06:48:04 +0000 2018
169,@CBSNews,0.7906,0.412,0.588,0.0,Democrats snag a win in Nevada where health care was paramount https://t.co/rArakjCK7D https://t.co/fogzbliYql,Thu Nov 08 06:33:03 +0000 2018
170,@CBSNews,0.0,0.0,1.0,0.0,House Democrats prepare to take the reins as balance of power shifts in Washington https://t.co/y0IeaKaKOs https://t.co/LdZr35X4vo,Thu Nov 08 06:18:03 +0000 2018
171,@CBSNews,-0.296,0.0,0.864,0.136,Wall Street billionaire says he's eyeing move to Puerto Rico to avoid taxes https://t.co/BDzT1wtcox https://t.co/pcgP4pHem4,Thu Nov 08 06:03:03 +0000 2018
172,@CBSNews,-0.3182,0.0,0.897,0.103,Scott Walker narrowly loses Wisconsin governor's race – and he can't ask for a recount because of a law he put in p… https://t.co/aLOYt6ohZr,Thu Nov 08 05:48:03 +0000 2018
173,@CBSNews,-0.4404,0.0,0.672,0.328,Washington state voters approve tough gun control measures https://t.co/gGS4sXRBK8 https://t.co/AlLXpLjhQH,Thu Nov 08 05:33:03 +0000 2018
174,@CBSNews,-0.1531,0.195,0.579,0.226,Dead brothel owner and reality TV star wins Nevada Assembly seat https://t.co/kR0jwnC3A2 https://t.co/rDAFn0sLVj,Thu Nov 08 05:18:04 +0000 2018
175,@CBSNews,-0.8126,0.104,0.481,0.415,Alaska voters reject judge who approved no jail time for man who pleaded guilty to felony assault… https://t.co/qGDztR8B7d,Thu Nov 08 05:14:09 +0000 2018
176,@CBSNews,0.5719,0.179,0.821,0.0,"Zach Wahls, who went viral defending his lesbian moms in speech, wins Iowa state Senate seat https://t.co/B5PKQqDjQU https://t.co/D0DOqIpwwY",Thu Nov 08 05:03:04 +0000 2018
177,@CBSNews,0.0,0.0,1.0,0.0,Marine Corps aviators grounded amid investigation into phallic flight pattern https://t.co/VadQXzjLpa https://t.co/44BHSGl0uR,Thu Nov 08 04:48:03 +0000 2018
178,@CBSNews,0.0,0.0,1.0,0.0,Record voter turnout in 2018 midterm elections https://t.co/qaEt6Ml4rG https://t.co/Y0WPLArs2P,Thu Nov 08 04:33:03 +0000 2018
179,@CBSNews,0.0,0.0,1.0,0.0,"Who is Matthew Whitaker, the new acting attorney general? https://t.co/03UJxWVBSo https://t.co/aODtWSNP49",Thu Nov 08 04:18:04 +0000 2018
180,@CBSNews,-0.4019,0.0,0.654,0.346,China unveils stealth combat drone under development https://t.co/0A27OdVWsQ https://t.co/crKBypTJJP,Thu Nov 08 04:03:03 +0000 2018
181,@CBSNews,0.3182,0.282,0.565,0.153,Boeing 737 Max 8 safety alert issued after deadly Lion Air crash https://t.co/Tu2JS9U5sp https://t.co/8onPzoo9lJ,Thu Nov 08 03:54:29 +0000 2018
182,@CBSNews,0.0,0.0,1.0,0.0,Two former refugees make history with midterm victories https://t.co/GUmmpMgbtv https://t.co/384ixiTpvI,Thu Nov 08 03:20:10 +0000 2018
183,@CBSNews,0.0,0.0,1.0,0.0,Florida Attorney General Pam Bondi under consideration to replace Sessions https://t.co/2m9RBDeesW https://t.co/GhJ67NmMXo,Thu Nov 08 03:00:01 +0000 2018
184,@CBSNews,-0.9211,0.0,0.517,0.483,HORRIFYING ATTACK: Las Vegas Metro police released surveillance video of a violent carjacking of a 78-year-old man… https://t.co/qaG1wg7RmP,Thu Nov 08 02:40:04 +0000 2018
185,@CBSNews,-0.4767,0.0,0.866,0.134,"JUST IN: The White House has suspended CNN reporter Jim Acosta's press pass, hours after he sparred with Pres. Trum… https://t.co/QuBMhnjiW4",Thu Nov 08 02:17:44 +0000 2018
186,@CBSNews,-0.2263,0.176,0.588,0.235,Sears faces new test: Luring holiday shoppers while bankrupt https://t.co/392RtV184O https://t.co/8nccrkMXIl,Thu Nov 08 01:59:30 +0000 2018
187,@CBSNews,-0.3559,0.0,0.829,0.171,Voters who may oppose Pres. Trump don't really support impeaching him https://t.co/hIcpx3OKlB https://t.co/0YyY8fxyHc,Thu Nov 08 01:39:49 +0000 2018
188,@CBSNews,0.5719,0.179,0.821,0.0,"Zach Wahls, who went viral defending his lesbian moms in speech, wins Iowa state Senate seat https://t.co/Q24l1hUhZD https://t.co/WmPcu3Tzkr",Thu Nov 08 01:19:36 +0000 2018
189,@CBSNews,0.5859,0.226,0.774,0.0,"Black candidates for first time win sheriff, DA in largest Alabama county https://t.co/8OJrax4aDh https://t.co/m0hMxTyhwx",Thu Nov 08 01:02:00 +0000 2018
190,@CBSNews,0.7506,0.225,0.775,0.0,"RT @CBSEveningNews: ""Health care was on the ballot and health care won,"" House Minority Leader Nancy Pelosi said Wed.

The CBS News exit po…",Thu Nov 08 00:55:31 +0000 2018
191,@CBSNews,0.0,0.0,1.0,0.0,"Mitt Romney is heading to Washington after all — to serve as a U.S Senator for Utah. 

@JanCBS has more on the poli… https://t.co/J0YWBWuAuV",Thu Nov 08 00:32:44 +0000 2018
192,@CBSNews,-0.3182,0.0,0.897,0.103,Scott Walker narrowly loses Wisconsin governor's race – and he can't ask for a recount because of a law he put in p… https://t.co/bhUUP3fOvd,Thu Nov 08 00:24:30 +0000 2018
193,@CBSNews,0.6369,0.184,0.816,0.0,RT @CBSEveningNews: CBS News estimates the Democrats gained at least 27 seats in the House but the Republicans gained at least two in the S…,Thu Nov 08 00:21:28 +0000 2018
194,@CBSNews,0.6674,0.255,0.745,0.0,". @jeffglor: “Record turnout, 114 million. First midterm over 100 million. So, remarkable number. Which side does t… https://t.co/pBdW6wzzH3",Thu Nov 08 00:19:52 +0000 2018
195,@CBSNews,-0.4215,0.0,0.899,0.101,"RT @CBSEveningNews: Dem. flipped at least 27 House seats on Tuesday -- from Okla. to Ill. and Va. to N.Y.

CBS News exit polls found suburb…",Thu Nov 08 00:06:21 +0000 2018
196,@CBSNews,-0.8402,0.0,0.724,0.276,"RT @CBSEveningNews: One fled the violence of a Somalian civil war as a child; another fled Afghanistan and the Taliban 21 years ago.

On th…",Thu Nov 08 00:06:17 +0000 2018
197,@CBSNews,0.0,0.0,1.0,0.0,Alexandria Ocasio-Cortez becomes youngest woman ever elected to Congress https://t.co/t01bbGcMP3 https://t.co/Yg8CMM6ZhM,Thu Nov 08 00:04:36 +0000 2018
198,@CBSNews,0.0,0.0,1.0,0.0,"RT @CBSEveningNews: The president talked up the notion of “beautiful bipartisanship” on Wednesday, but in a sharply divided Congress, what…",Wed Nov 07 23:54:59 +0000 2018
199,@CBSNews,0.0,0.0,1.0,0.0,"RT @CBSEveningNews: Pres. Trump’s post-election news conference began with calls for bipartisanship. It quickly turned combative. 

The pre…",Wed Nov 07 23:52:07 +0000 2018
200,@CNN,0.0,0.0,1.0,0.0,Nancy Pelosi plans to push for the revival of a climate change committee in the new Congress https://t.co/0en5QcHyGU https://t.co/Lsg56aS3H2,Thu Nov 08 20:20:06 +0000 2018
201,@CNN,0.296,0.181,0.69,0.129,"A hospital and 11 schools in Paradise, California, were forced to evacuate patients and students as the fast-moving… https://t.co/286CeiXER9",Thu Nov 08 20:10:08 +0000 2018
202,@CNN,0.0,0.0,1.0,0.0,"Fed leaves rates unchanged, signals December hike https://t.co/BDuisETWHJ https://t.co/hAS2kzXow7",Thu Nov 08 20:00:11 +0000 2018
203,@CNN,-0.5994,0.0,0.822,0.178,"As Thanksgiving nears, 74 more cases of salmonella, including 1 death, have been linked to raw turkey products, the… https://t.co/rJdwDgGMDQ",Thu Nov 08 19:50:09 +0000 2018
204,@CNN,-0.3818,0.11,0.72,0.17,"Thousand Oaks is supposed to be a safe place. The Southern California city, where at least 12 people were killed in… https://t.co/29EL8O3Jbd",Thu Nov 08 19:40:10 +0000 2018
205,@CNN,0.0,0.0,1.0,0.0,Voters in Colorado have elected to change the language of their state's constitution and abolish all forms of slave… https://t.co/DqbsAs1nzH,Thu Nov 08 19:30:12 +0000 2018
206,@CNN,0.7506,0.285,0.65,0.065,"Justice Ruth Bader Ginsburg fractured three ribs after falling in her Supreme Court office Wednesday night, the Sup… https://t.co/pEe3PmFTdM",Thu Nov 08 19:20:03 +0000 2018
207,@CNN,0.0,0.0,1.0,0.0,It's creepy how human this robot looks https://t.co/NGGN8WDcw7 https://t.co/nLoaNFWZ9h,Thu Nov 08 19:16:00 +0000 2018
208,@CNN,0.3182,0.119,0.881,0.0,"A federal appeals court says the Trump administration can't end DACA, the Obama-era program that protects young und… https://t.co/2Ux29UPzyE",Thu Nov 08 19:04:38 +0000 2018
209,@CNN,-0.1695,0.0,0.942,0.058,"RT @CNNnewsroom: ""He was a cop's cop. He was the guy that -- I'm not surprised he was the first in the door last night,"" says Sgt. Eric Bus…",Thu Nov 08 18:58:02 +0000 2018
210,@CNN,-0.4767,0.0,0.846,0.154,"Doctors said he'd never walk again after a sporting accident. Now, with a revolutionary new spinal implant, he can… https://t.co/A2lcqB0Oa2",Thu Nov 08 18:57:00 +0000 2018
211,@CNN,-0.2732,0.0,0.905,0.095,"Police have found the stolen SUV used in the kidnapping of 13-year-old Hania Aguilar, but the North Carolina teen i… https://t.co/g0svDTc5IF",Thu Nov 08 18:47:15 +0000 2018
212,@CNN,0.0,0.0,1.0,0.0,President Trump is considering former New Jersey Gov. Chris Christie and Florida Attorney General Pam Bondi to repl… https://t.co/px88TXGBvS,Thu Nov 08 18:44:36 +0000 2018
213,@CNN,0.6597,0.351,0.649,0.0,Thanks to the @nytimes editorial board for this. We agree. https://t.co/3EIwgb7sNp https://t.co/F8CgIj7wmT,Thu Nov 08 18:30:08 +0000 2018
214,@CNN,-0.2732,0.0,0.909,0.091,"RT @CNNnewsroom: ""I can not believe it's happened to my family,"" says Jason Coffman, father of California shooting victim Cody Coffman. ""I'…",Thu Nov 08 18:26:37 +0000 2018
215,@CNN,-0.6597,0.0,0.82,0.18,"The captain of a duck boat that capsized in July on a Missouri lake, killing 17 people, has been indicted by a fede… https://t.co/suFEYGMBfa",Thu Nov 08 18:22:24 +0000 2018
216,@CNN,0.0,0.0,1.0,0.0,"Homicides and suicides involving guns have been increasing, according to new data from the US Centers for Disease C… https://t.co/kwmKGOEbf3",Thu Nov 08 18:13:15 +0000 2018
217,@CNN,0.0,0.0,1.0,0.0,"Drone video shows the Indian city of Ayodhya breaking a Guinness World Record by lighting more than 300,000 clay oi… https://t.co/YtiUxZdQ6b",Thu Nov 08 18:00:01 +0000 2018
218,@CNN,0.0,0.0,1.0,0.0,Walmart thinks shopping via text might be retail's next big thing https://t.co/ZeULF9i8Uo https://t.co/O5sE9JY71q,Thu Nov 08 17:52:12 +0000 2018
219,@CNN,0.4215,0.123,0.877,0.0,Fasten your seat belt and settle in for this '80s-inspired safety video from Air New Zealand. 600 cast members star… https://t.co/lnkGHKcEka,Thu Nov 08 17:43:00 +0000 2018
220,@CNN,0.0,0.0,1.0,0.0,"If you're in Hong Kong, it might be time you stepped on board the world's largest floating restaurant… https://t.co/IKqwWak4gO",Thu Nov 08 17:35:00 +0000 2018
221,@CNN,0.3612,0.116,0.884,0.0,Here's what it's like to go off-roading in the world's most expensive SUV. The Rolls-Royce Cullinan is the 114-year… https://t.co/KDxu7PGwsm,Thu Nov 08 17:26:56 +0000 2018
222,@CNN,0.0,0.0,1.0,0.0,"Police were called to the Washington, D.C. home of Fox News host Tucker Carlson on Wednesday night when a group of… https://t.co/aWud7qvlWQ",Thu Nov 08 17:17:55 +0000 2018
223,@CNN,0.6597,0.221,0.779,0.0,"RT @CNNnewsroom: ""I owe that man my life... I'm truly blessed."" 
Speaking with CNN's @KateBolduan, a survivor of the California bar shootin…",Thu Nov 08 17:01:58 +0000 2018
224,@CNN,0.0,0.0,1.0,0.0,Here's why investors aren't gobbling up food stocks | via @ChristineRomans https://t.co/P2C2vhi1za https://t.co/jve8APtir2,Thu Nov 08 17:00:19 +0000 2018
225,@CNN,0.5859,0.202,0.798,0.0,"The big winner Tuesday night? Women.

Watch The Point with Chris Cillizza on YouTube https://t.co/XodxdNI1hf https://t.co/R5A8rszaiF",Thu Nov 08 16:42:54 +0000 2018
226,@CNN,0.4019,0.13,0.87,0.0,This Georgia high school football coach proposed to his girlfriend after enlisting the help of high school seniors… https://t.co/rf3nKbHfdz,Thu Nov 08 16:38:28 +0000 2018
227,@CNN,-0.7506,0.0,0.684,0.316,"High blood pressure, smoking and diabetes raise a woman's risk of heart attack more than these factors raise a man'… https://t.co/vCsJziFQat",Thu Nov 08 16:19:41 +0000 2018
228,@CNN,-0.6705,0.0,0.816,0.184,"RT @CNNnewsroom: “Like hell.” 

Ventura County Sheriff Geoff Dean describes the scene inside the bar where 12 were killed Wednesday night.…",Thu Nov 08 16:07:43 +0000 2018
229,@CNN,0.0,0.0,1.0,0.0,"Eric Schneiderman, the former New York Attorney General who stepped down after multiple women came forward with all… https://t.co/bQpOPXM2BW",Thu Nov 08 16:03:55 +0000 2018
230,@CNN,0.0,0.0,1.0,0.0,President Trump is considering former New Jersey Gov. Chris Christie and Florida Attorney General Pam Bondi to repl… https://t.co/0vTFUTa7fu,Thu Nov 08 15:54:10 +0000 2018
231,@CNN,-0.6124,0.0,0.762,0.238,The Girl Scouts of the USA has filed a trademark infringement lawsuit against the Boy Scouts of America https://t.co/n14CaDpI8N,Thu Nov 08 15:46:56 +0000 2018
232,@CNN,0.0,0.0,1.0,0.0,"There were 6 off-duty officers from various agencies inside the bar at the time of the Thousand Oaks shooting, Vent… https://t.co/C2SD3xHzkO",Thu Nov 08 15:36:32 +0000 2018
233,@CNN,0.0,0.0,1.0,0.0,"Jeff Sessions' ouster as attorney general was a long time in the making, but his sudden departure has sent Washingt… https://t.co/Cn8pw3buIw",Thu Nov 08 15:32:47 +0000 2018
234,@CNN,-0.2263,0.0,0.905,0.095,The suspected gunman in last night’s deadly Thousand Oaks shooting has been identified as 28-year-old Ian David Lon… https://t.co/6kNMruMM03,Thu Nov 08 15:15:16 +0000 2018
235,@CNN,-0.3818,0.11,0.72,0.17,"Thousand Oaks is supposed to be a safe place. The Southern California city, where at least 12 people were killed in… https://t.co/G1Dneqr3HO",Thu Nov 08 15:01:30 +0000 2018
236,@CNN,-0.7184,0.0,0.75,0.25,North Korea is getting increasingly angry at the US as talks are deadlocked and tensions between the two countries… https://t.co/F2zbXnzTNt,Thu Nov 08 14:50:02 +0000 2018
237,@CNN,0.0,0.0,1.0,0.0,Voters in Colorado have elected to change the language of their state's constitution and abolish all forms of slave… https://t.co/7yJ6lR0Aua,Thu Nov 08 14:40:05 +0000 2018
238,@CNN,0.3182,0.126,0.874,0.0,Car companies are rushing to embrace scooters and bikes so that they don't find themselves irrelevant… https://t.co/2F4yjNLAhF,Thu Nov 08 14:30:10 +0000 2018
239,@CNN,0.7506,0.285,0.65,0.065,JUST IN: Justice Ruth Bader Ginsburg fractured three ribs after falling in her Supreme Court office Wednesday night… https://t.co/Wb7NijivxZ,Thu Nov 08 14:20:21 +0000 2018
240,@CNN,-0.4767,0.0,0.853,0.147,"Georgia Democrat Lucy McBath has defeated Republican Rep. Karen Handel to be elected to Congress, CNN projects. Han… https://t.co/3fOn8vDE4E",Thu Nov 08 14:09:09 +0000 2018
241,@CNN,-0.6705,0.0,0.8,0.2,"■ At least 12 people killed, including 29-year law enforcement veteran, Sgt. Ron Helus

■ The shooter was found dea… https://t.co/NjOXvsbhWn",Thu Nov 08 14:07:57 +0000 2018
242,@CNN,0.0,0.0,1.0,0.0,Acting Attorney General Matt Whitaker has been briefed on the shooting in California and will receive updates as au… https://t.co/MOpyXlmrF6,Thu Nov 08 13:55:41 +0000 2018
243,@CNN,-0.2263,0.098,0.737,0.165,"""When he heard the gunfire, he ran in. He ran in and no doubt saved others... And that's what cops do. That's what… https://t.co/EhqeVp5Qnp",Thu Nov 08 13:44:28 +0000 2018
244,@CNN,-0.3612,0.0,0.884,0.116,"Connecticut Rep. Jim Himes on the Thousand Oaks shooting: ""I’m embarrassed to say... my first thought was, ‘here we… https://t.co/q1nQIJ27gn",Thu Nov 08 13:23:46 +0000 2018
245,@CNN,0.4939,0.186,0.814,0.0,What a split Congress means for key domestic issues from taxes to health care https://t.co/X2KdP1e9wP https://t.co/rT8jzdtjGG,Thu Nov 08 13:17:21 +0000 2018
246,@CNN,-0.2732,0.0,0.84,0.16,"Toshiba plans to cut 7,000 jobs and refocus its business https://t.co/NhTQPpBTlq https://t.co/iKsdandshH",Thu Nov 08 12:56:26 +0000 2018
247,@CNN,0.0,0.0,1.0,0.0,"RT @NewDay: Thousand Oaks shooting witness Taylor Von Molt describes what she saw from the dance floor of the Borderline Bar &amp; Grill: ""I tu…",Thu Nov 08 12:54:31 +0000 2018
248,@CNN,0.0,0.0,1.0,0.0,"5 things for Thursday:

- Thousand Oaks shooting
- Jeff Sessions
- President Trump
- Chinese exports
- Girl Scouts… https://t.co/l9DqmmLVxh",Thu Nov 08 12:42:25 +0000 2018
249,@CNN,0.0,0.0,1.0,0.0,"Sgt. Ron Helus had been set to retire in the next year from the Ventura County, California Sheriff's Office. He was… https://t.co/UOMzk3OpzK",Thu Nov 08 12:34:45 +0000 2018
250,@CNN,0.0,0.0,1.0,0.0,"Jeff Sessions' ouster as attorney general was a long time in the making, but his sudden departure has sent Washingt… https://t.co/DdtLWl0x0E",Thu Nov 08 12:24:35 +0000 2018
251,@CNN,0.0,0.0,1.0,0.0,The Trump factor: How the President rallied his base and alienated the suburbs https://t.co/sL42fRNU1Z https://t.co/UnnNwt9xll,Thu Nov 08 12:04:52 +0000 2018
252,@CNN,-0.34,0.0,0.888,0.112,"""This guy just came out of nowhere and came out with a gun and shot people"": https://t.co/Und2KCJXmc

What we know… https://t.co/HsucvwOe6S",Thu Nov 08 11:52:22 +0000 2018
253,@CNN,-0.6705,0.0,0.809,0.191,"A Ventura County sheriff’s deputy is among those killed in the Borderline Bar &amp; Grill shooting.

Follow for live up… https://t.co/9wmzT2RLnq",Thu Nov 08 11:33:33 +0000 2018
254,@CNN,0.1027,0.097,0.903,0.0,This 69-year-old man is trying to legally change his age to 49 https://t.co/DBsQb1Mr6s https://t.co/MUEB5l0iP4,Thu Nov 08 11:23:04 +0000 2018
255,@CNN,0.3182,0.126,0.874,0.0,Car companies are rushing to embrace scooters and bikes so that they don't find themselves irrelevant… https://t.co/mta8AMV6pd,Thu Nov 08 11:16:06 +0000 2018
256,@CNN,-0.6705,0.0,0.824,0.176,"JUST IN: 12 people were killed in the bar shooting in Thousand Oaks, California, the sheriff says. The gunman is al… https://t.co/MS4JrORlbw",Thu Nov 08 11:04:05 +0000 2018
257,@CNN,-0.7506,0.097,0.612,0.291,Getting a mastectomy to treat breast cancer can be an agonizing wait in South Africa. But this surgeon is changing… https://t.co/mmn20wwZ37,Thu Nov 08 11:04:02 +0000 2018
258,@CNN,0.0,0.0,1.0,0.0,More Americans are turning to yoga and meditation https://t.co/dnilmCWaiL https://t.co/DOC9S6MU5m,Thu Nov 08 10:55:05 +0000 2018
259,@CNN,0.0,0.0,1.0,0.0,Voters in Colorado have elected to change the language of their state's constitution and abolish all forms of slave… https://t.co/EeA51T36TX,Thu Nov 08 10:48:05 +0000 2018
260,@CNN,0.0,0.0,1.0,0.0,"Nevada voters amended a ""pink tax"" from 1955 and removed sales and storage tax on tampons and sanitary pads… https://t.co/iONgsR8gqE",Thu Nov 08 10:40:08 +0000 2018
261,@CNN,-0.5994,0.0,0.822,0.178,"JUST IN: Fatalities have been reported in the Thousand Oaks, California bar shooting, officials say. The shooter is… https://t.co/zUxXjWo3IH",Thu Nov 08 10:39:10 +0000 2018
262,@CNN,-0.7184,0.0,0.75,0.25,North Korea is getting increasingly angry at the US as talks are deadlocked and tensions between the two countries… https://t.co/6TBvdq3Rex,Thu Nov 08 10:31:07 +0000 2018
263,@CNN,-0.5719,0.084,0.675,0.241,Wells Fargo executives were warned that the bank's auto insurance program was harming customers four years before i… https://t.co/gqse17Ixqd,Thu Nov 08 10:16:08 +0000 2018
264,@CNN,0.4939,0.186,0.814,0.0,What a split Congress means for key domestic issues from taxes to health care https://t.co/VXZhoNexqT https://t.co/asXyi8DyKP,Thu Nov 08 10:07:03 +0000 2018
265,@CNN,0.1779,0.131,0.769,0.1,"The Pentagon is no longer calling the US military mission on the southern border ""Operation Faithful Patriot,"" offi… https://t.co/Ob8v2xavbV",Thu Nov 08 09:54:04 +0000 2018
266,@CNN,-0.6808,0.0,0.772,0.228,"There's no threat to the public after the shooting in Thousand Oaks, California, police say. ""We don’t feel that th… https://t.co/Z0Hg7yaC8e",Thu Nov 08 09:52:44 +0000 2018
267,@CNN,-0.4767,0.0,0.853,0.147,"Harvard researchers' suggestion of an alien space probe is probably wrong | By Don Lincoln, a senior scientist at F… https://t.co/9IQ6pBwgz6",Thu Nov 08 09:47:02 +0000 2018
268,@CNN,-0.4019,0.0,0.856,0.144,"At least 11 people were injured in the bar shooting in Thousand Oaks, California, officials say https://t.co/TNTISaXlVO",Thu Nov 08 09:44:59 +0000 2018
269,@CNN,0.0,0.0,1.0,0.0,"The Oklahoma Education Association said that 16 members of its education caucus -- current or former educators, adm… https://t.co/c99XwCRXz5",Thu Nov 08 09:38:04 +0000 2018
270,@CNN,0.25,0.156,0.734,0.11,"Matthew Whitaker, who is taking over the Justice Department following Jeff Sessions' firing as attorney general, ha… https://t.co/1wk2I7IFHe",Thu Nov 08 09:31:04 +0000 2018
271,@CNN,0.0,0.0,1.0,0.0,Authorities say they are still looking for the gunman in the California bar shooting. Live updates:… https://t.co/ahtozmfIyG,Thu Nov 08 09:24:23 +0000 2018
272,@CNN,0.0,0.0,1.0,0.0,The 2018 midterm elections brought a series of history-making votes that marked major accomplishments for women and… https://t.co/9BGXR8Iqda,Thu Nov 08 09:24:05 +0000 2018
